	identifier	file	clip	clip_soft	scale	sum_stat	strand_pair	description	assay	source	group	strand
6674	ENCFF560YUT	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6674	RNA:naive B cell	rna	encode	encode-rna	.
6675	ENCFF597XJZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6676	RNA:placenta tissue male embryo	rna	encode	encode-rna	+
6677	ENCFF138GLV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6678	RNA:upper lobe of left lung tissue male adult (37 years)	rna	encode	encode-rna	+
6679	ENCFF816BKU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6680	RNA:peripheral blood mononuclear cell female adult (28 years)	rna	encode	encode-rna	+
6681	ENCFF505JCK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6682	RNA:Karpas-422	rna	encode	encode-rna	+
6683	ENCFF359ITR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6683	RNA:muscle of arm tissue female embryo (98 days)	rna	encode	encode-rna	.
6684	ENCFF629XGV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6685	RNA:RPMI7951	rna	encode	encode-rna	+
6686	ENCFF649MKX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6687	RNA:ovary tissue female adult (41 years)	rna	encode	encode-rna	+
6688	ENCFF596HNR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6689	RNA:lower leg skin tissue male adult (37 years)	rna	encode	encode-rna	+
6690	ENCFF990MDC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6690	RNA:left renal pelvis tissue male embryo (105 days)	rna	encode	encode-rna	.
6691	ENCFF119SVC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6692	RNA:right lobe of liver tissue female adult (47 years)	rna	encode	encode-rna	+
6693	ENCFF206GMC	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6693	RNA:K562 treated with 25 uM Galeterone for 48 hours	rna	encode	encode-rna	.
6694	ENCFF724LSN	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6694	RNA:renal cortex interstitium tissue male embryo (91 days)	rna	encode	encode-rna	.
6695	ENCFF801PRP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6696	RNA:HepG2	rna	encode	encode-rna	+
6697	ENCFF575YIP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6698	RNA:trophoblast tissue female embryo (40 weeks)	rna	encode	encode-rna	+
6699	ENCFF643UKE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6700	RNA:spleen tissue male adult (37 years)	rna	encode	encode-rna	+
6701	ENCFF197PAV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6702	RNA:LHCN-M2	rna	encode	encode-rna	+
6703	ENCFF956BZU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6703	RNA:muscle of arm tissue male embryo (105 days)	rna	encode	encode-rna	.
6704	ENCFF080VEH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6704	RNA:spinal cord tissue male embryo (105 days)	rna	encode	encode-rna	.
6705	ENCFF319AAP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6705	RNA:adrenal gland tissue male embryo (101 days)	rna	encode	encode-rna	.
6706	ENCFF994HKO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6707	RNA:T-cell female adult (33 years)	rna	encode	encode-rna	+
6708	ENCFF702CEO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6709	RNA:chorion tissue male embryo (38 weeks)	rna	encode	encode-rna	+
6710	ENCFF010PER	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6710	RNA:CD8-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6711	ENCFF629NUI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6712	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)	rna	encode	encode-rna	+
6713	ENCFF893RLE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6713	RNA:K562 treated with 10 uM AR-42 for 12 hours	rna	encode	encode-rna	.
6714	ENCFF905ARA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6715	RNA:mucosa of gallbladder tissue female child (16 years)	rna	encode	encode-rna	+
6716	ENCFF333KHL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6717	RNA:testis tissue male adult (54 years)	rna	encode	encode-rna	+
6718	ENCFF022QBF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6719	RNA:HUES64	rna	encode	encode-rna	+
6720	ENCFF166OEV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6720	RNA:IgD-negative memory B cell	rna	encode	encode-rna	.
6721	ENCFF766JPS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6722	RNA:esophagus squamous epithelium tissue female adult (53 years)	rna	encode	encode-rna	+
6723	ENCFF679YQA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6723	RNA:right renal pelvis tissue male embryo (105 days)	rna	encode	encode-rna	.
6724	ENCFF995AUL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6725	RNA:type B pancreatic cell	rna	encode	encode-rna	+
6726	ENCFF187QYU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6727	RNA:esophagus squamous epithelium tissue male adult (37 years)	rna	encode	encode-rna	+
6728	ENCFF301XEH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6729	RNA:MCF-7	rna	encode	encode-rna	+
6730	ENCFF253SBE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6731	RNA:left lobe of liver tissue male adult (45 years)	rna	encode	encode-rna	+
6732	ENCFF410ISM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6732	RNA:natural killer cell male adult (37 years)	rna	encode	encode-rna	.
6733	ENCFF032EUU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6733	RNA:fibroblast of skin of abdomen male embryo (97 days)	rna	encode	encode-rna	.
6734	ENCFF462KTY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6735	RNA:pericardium fibroblast NONE and female embryo (20 weeks)	rna	encode	encode-rna	+
6736	ENCFF932VPS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6736	RNA:large intestine tissue female embryo (105 days)	rna	encode	encode-rna	.
6737	ENCFF228OVL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6737	RNA:naive B cell	rna	encode	encode-rna	.
6738	ENCFF144GMK	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6738	RNA:muscle of arm tissue female embryo (120 days)	rna	encode	encode-rna	.
6739	ENCFF987VHA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6740	RNA:middle frontal area 46 tissue female adult (90 or above years)	rna	encode	encode-rna	+
6741	ENCFF759YTG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6742	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (88 years)	rna	encode	encode-rna	+
6743	ENCFF482YAE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6743	RNA:thymus tissue male embryo (108 days)	rna	encode	encode-rna	.
6744	ENCFF119GRF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6745	RNA:ovary tissue female adult (61 years)	rna	encode	encode-rna	+
6746	ENCFF856KPS	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6746	RNA:K562 treated with 5 uM JQ1 for 4 hours	rna	encode	encode-rna	.
6747	ENCFF287LRZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6748	RNA:cardiac ventricle fibroblast NONE and male adult (18 years)	rna	encode	encode-rna	+
6749	ENCFF610DVT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6750	RNA:myometrial cell female adult (34 years)	rna	encode	encode-rna	+
6751	ENCFF635XGR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6752	RNA:kidney epithelial cell male embryo (22 weeks) and male newborn	rna	encode	encode-rna	+
6753	ENCFF197PEN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6754	RNA:aorta tissue female adult (59 years)	rna	encode	encode-rna	+
6755	ENCFF368ZGL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6755	RNA:with multiple sclerosis; CD4-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6756	ENCFF290WID	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6756	RNA:K562 treated with 5 uM MB-3 for 48 hours	rna	encode	encode-rna	.
6757	ENCFF527SQU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6758	RNA:GM23338	rna	encode	encode-rna	+
6759	ENCFF205VDK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6760	RNA:cardiac muscle cell originated from RUES2	rna	encode	encode-rna	+
6761	ENCFF358XLV+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6762	RNA:HFFc6	rna	encode	encode-rna	+
6763	ENCFF081XYH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6764	RNA:ectodermal cell originated from HUES64	rna	encode	encode-rna	+
6765	ENCFF853SNW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6765	RNA:CD14-positive monocyte	rna	encode	encode-rna	.
6766	ENCFF136ZVX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6767	RNA:K562 cytosolic fraction	rna	encode	encode-rna	+
6768	ENCFF362PNM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6769	RNA:activated CD4-positive, alpha-beta T cell male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads	rna	encode	encode-rna	+
6770	ENCFF167XOI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6770	RNA:liver tissue female child (4 years) and with nonobstructive coronary artery disease; liver tissue male adult (32 years)	rna	encode	encode-rna	.
6771	ENCFF248QVA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6772	RNA:heart left ventricle tissue female adult (53 years)	rna	encode	encode-rna	+
6773	ENCFF733YEJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6774	RNA:middle frontal area 46 tissue male adult (87 years)	rna	encode	encode-rna	+
6775	ENCFF939BQK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6776	RNA:middle frontal area 46 tissue male adult (87 years)	rna	encode	encode-rna	+
6777	ENCFF123PSX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6778	RNA:sigmoid colon tissue male child (3 years)	rna	encode	encode-rna	+
6779	ENCFF367NBV	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6779	RNA:right renal cortex interstitium tissue male embryo (105 days)	rna	encode	encode-rna	.
6780	ENCFF330EUN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6781	RNA:activated CD4-positive, alpha-beta memory T cell male adult (43 years)	rna	encode	encode-rna	+
6782	ENCFF807KQZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6783	RNA:transverse colon tissue female adult (51 years)	rna	encode	encode-rna	+
6784	ENCFF493OET+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6785	RNA:upper lobe of left lung tissue female adult (53 years)	rna	encode	encode-rna	+
6786	ENCFF309YCI	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6786	RNA:muscle of arm tissue male embryo (91 days)	rna	encode	encode-rna	.
6787	ENCFF407ZDM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6788	RNA:peripheral blood mononuclear cell male adult (39 years)	rna	encode	encode-rna	+
6789	ENCFF251CIC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6790	RNA:activated naive CD8-positive, alpha-beta T cell male adult (30 years)	rna	encode	encode-rna	+
6791	ENCFF563MLL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6791	RNA:left renal pelvis tissue male embryo (120 days)	rna	encode	encode-rna	.
6792	ENCFF808KRP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6793	RNA:left lung tissue female child (16 years)	rna	encode	encode-rna	+
6794	ENCFF515TIF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6795	RNA:CD4-positive, alpha-beta T cell male adult (20 years)	rna	encode	encode-rna	+
6796	ENCFF251HQX	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6796	RNA:left renal cortex interstitium tissue male embryo (105 days)	rna	encode	encode-rna	.
6797	ENCFF092QIW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6798	RNA:osteocyte	rna	encode	encode-rna	+
6799	ENCFF474MDU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6800	RNA:activated CD8-positive, alpha-beta memory T cell male adult (30 years)	rna	encode	encode-rna	+
6801	ENCFF743FLM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6801	RNA:with multiple sclerosis; naive B cell	rna	encode	encode-rna	.
6802	ENCFF737SYB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6803	RNA:PC-3	rna	encode	encode-rna	+
6804	ENCFF581PRF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6805	RNA:placenta tissue female embryo	rna	encode	encode-rna	+
6806	ENCFF035NBN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6807	RNA:HFFc6	rna	encode	encode-rna	+
6808	ENCFF110RPH	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6808	RNA:muscle of arm tissue male embryo (97 days)	rna	encode	encode-rna	.
6809	ENCFF188MTB+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6810	RNA:IMR-90	rna	encode	encode-rna	+
6811	ENCFF391XHF	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6811	RNA:renal pelvis tissue male embryo (91 days)	rna	encode	encode-rna	.
6812	ENCFF520NHF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6813	RNA:upper lobe of left lung tissue female adult (51 years)	rna	encode	encode-rna	+
6814	ENCFF121ZPH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6815	RNA:endothelial cell	rna	encode	encode-rna	+
6816	ENCFF833YCY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6817	RNA:thoracic aorta tissue male adult (37 years)	rna	encode	encode-rna	+
6818	ENCFF210MJF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6819	RNA:pancreas tissue female adult (59 years)	rna	encode	encode-rna	+
6820	ENCFF103NIX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6821	RNA:mesodermal cell originated from HUES64	rna	encode	encode-rna	+
6822	ENCFF774PKK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6823	RNA:heart right ventricle tissue male adult (34 years)	rna	encode	encode-rna	+
6824	ENCFF261LJW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6825	RNA:mammary stem cell female adult (22 years)	rna	encode	encode-rna	+
6826	ENCFF169FHE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6827	RNA:breast epithelium tissue female adult (53 years)	rna	encode	encode-rna	+
6828	ENCFF472LKR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6828	RNA:with multiple sclerosis; CD4-positive, CD25-positive, alpha-beta regulatory T cell	rna	encode	encode-rna	.
6829	ENCFF671DKT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6830	RNA:heart left ventricle tissue female adult (51 years)	rna	encode	encode-rna	+
6831	ENCFF957KMU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6831	RNA:renal cortex interstitium tissue male embryo (97 days)	rna	encode	encode-rna	.
6832	ENCFF237QNH+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6833	RNA:activated naive CD8-positive, alpha-beta T cell male adult (30 years)	rna	encode	encode-rna	+
6834	ENCFF603PIL+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6835	RNA:breast epithelium tissue female adult (51 years)	rna	encode	encode-rna	+
6836	ENCFF841CUM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6837	RNA:heart right ventricle tissue male child (3 years)	rna	encode	encode-rna	+
6838	ENCFF485JGG+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6839	RNA:skeletal muscle myoblast	rna	encode	encode-rna	+
6840	ENCFF121WXQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6841	RNA:chorionic villus tissue male embryo (38 weeks)	rna	encode	encode-rna	+
6842	ENCFF030XBO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6843	RNA:CD8-positive, alpha-beta memory T cell male adult (30 years)	rna	encode	encode-rna	+
6844	ENCFF224GPU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6844	RNA:small intestine tissue male embryo (91 days)	rna	encode	encode-rna	.
6845	ENCFF846ZCR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6845	RNA:muscle of leg tissue male embryo (101 days)	rna	encode	encode-rna	.
6846	ENCFF327YQU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6847	RNA:lower lobe of left lung tissue male adult (60 years)	rna	encode	encode-rna	+
6848	ENCFF214DTC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6849	RNA:urinary bladder tissue male child (3 years)	rna	encode	encode-rna	+
6850	ENCFF804LUI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6851	RNA:spleen tissue female adult (30 years)	rna	encode	encode-rna	+
6852	ENCFF011JWL	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6852	RNA:B cell male adult (37 years)	rna	encode	encode-rna	.
6853	ENCFF542BVY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6854	RNA:Peyer's patch tissue female adult (51 years)	rna	encode	encode-rna	+
6855	ENCFF498TQF+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6856	RNA:suprapubic skin tissue female adult (53 years)	rna	encode	encode-rna	+
6857	ENCFF634WOM+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6858	RNA:WTC11	rna	encode	encode-rna	+
6859	ENCFF436OWO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6859	RNA:K562 treated with 50 uM C646 for 12 hours	rna	encode	encode-rna	.
6860	ENCFF283IQC+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6861	RNA:foreskin keratinocyte male newborn	rna	encode	encode-rna	+
6862	ENCFF263KEJ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6863	RNA:right atrium auricular region tissue female adult (51 years)	rna	encode	encode-rna	+
6864	ENCFF286TKQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6865	RNA:activated naive CD4-positive, alpha-beta T cell male adult (43 years)	rna	encode	encode-rna	+
6866	ENCFF318EJE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6867	RNA:lower leg skin tissue male adult (54 years)	rna	encode	encode-rna	+
6868	ENCFF223MUU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6868	RNA:CD4-positive, alpha-beta T cell male adult (37 years)	rna	encode	encode-rna	.
6869	ENCFF992XOR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6870	RNA:placenta tissue male embryo	rna	encode	encode-rna	+
6871	ENCFF064BKZ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6872	RNA:chorion tissue female embryo (40 weeks)	rna	encode	encode-rna	+
6873	ENCFF735XXE	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6873	RNA:CD14-positive monocyte	rna	encode	encode-rna	.
6874	ENCFF884TVR	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6874	RNA:thymus tissue male embryo (113 days)	rna	encode	encode-rna	.
6875	ENCFF144BNP+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6876	RNA:Caco-2	rna	encode	encode-rna	+
6877	ENCFF163BTT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6878	RNA:cerebellum tissue male embryo (20 weeks)	rna	encode	encode-rna	+
6879	ENCFF561TMR+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6880	RNA:stomach tissue male adult (37 years)	rna	encode	encode-rna	+
6881	ENCFF911JBW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6882	RNA:endodermal cell originated from HUES64	rna	encode	encode-rna	+
6883	ENCFF291GNY+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6884	RNA:naive thymus-derived CD8-positive, alpha-beta T cell male adult (30 years)	rna	encode	encode-rna	+
6885	ENCFF213LRI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6886	RNA:esophagus squamous epithelium tissue male adult (54 years)	rna	encode	encode-rna	+
6887	ENCFF400CHK+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6888	RNA:placenta tissue male embryo	rna	encode	encode-rna	+
6889	ENCFF685FCX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6890	RNA:suprapubic skin tissue female adult (51 years)	rna	encode	encode-rna	+
6891	ENCFF947KGU	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6891	RNA:small intestine tissue male embryo (108 days)	rna	encode	encode-rna	.
6892	ENCFF715SXQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6893	RNA:with Alzheimer's disease; middle frontal area 46 tissue female adult (90 or above years)	rna	encode	encode-rna	+
6894	ENCFF697OAU+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6895	RNA:placenta tissue embryo	rna	encode	encode-rna	+
6896	ENCFF263ZRO+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6897	RNA:gastroesophageal sphincter tissue male adult (54 years)	rna	encode	encode-rna	+
6898	ENCFF181QTI+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6899	RNA:H7	rna	encode	encode-rna	+
6900	ENCFF470HTA	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6900	RNA:with multiple sclerosis; CD8-positive, alpha-beta memory T cell	rna	encode	encode-rna	.
6901	ENCFF952UWM	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6901	RNA:K562 treated with 10 nM Chaetocin for 4 hours	rna	encode	encode-rna	.
6902	ENCFF535TIX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6903	RNA:prostate gland tissue male adult (37 years)	rna	encode	encode-rna	+
6904	ENCFF143EWZ	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6904	RNA:kidney tissue female embryo (108 days)	rna	encode	encode-rna	.
6905	ENCFF089GUP	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6905	RNA:left lung tissue female embryo (105 days)	rna	encode	encode-rna	.
6906	ENCFF849BKN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6907	RNA:upper lobe of left lung tissue male adult (60 years)	rna	encode	encode-rna	+
6908	ENCFF388QFN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6909	RNA:mesodermal cell originated from HUES64	rna	encode	encode-rna	+
6910	ENCFF845DJW+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6911	RNA:CD8-positive, alpha-beta T cell male adult (21 years)	rna	encode	encode-rna	+
6912	ENCFF754ZRA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6913	RNA:psoas muscle tissue female adult (30 years)	rna	encode	encode-rna	+
6914	ENCFF560FVE+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6915	RNA:subcutaneous adipose tissue tissue female adult (53 years)	rna	encode	encode-rna	+
6916	ENCFF672AXQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6917	RNA:right lobe of liver tissue female adult (53 years)	rna	encode	encode-rna	+
6918	ENCFF280YRS+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6919	RNA:A375	rna	encode	encode-rna	+
6920	ENCFF833QMT+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6921	RNA:esophagus squamous epithelium tissue female adult (51 years)	rna	encode	encode-rna	+
6922	ENCFF089SDX+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6923	RNA:spleen tissue female adult (30 years)	rna	encode	encode-rna	+
6924	ENCFF693XEN	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6924	RNA:GM23248	rna	encode	encode-rna	.
6925	ENCFF672RNN+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6926	RNA:colonic mucosa tissue female child (16 years)	rna	encode	encode-rna	+
6927	ENCFF709QRA+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6928	RNA:left ventricle myocardium inferior tissue male adult (60 years)	rna	encode	encode-rna	+
6929	ENCFF481CMO	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6929	RNA:hindlimb muscle tissue male embryo (120 days)	rna	encode	encode-rna	.
6930	ENCFF344YVW	path/to/data/coverage.w5	768	384	0.3	sum_sqrt	6930	RNA:K562 treated with 10 uM Crizotinib for 4 hours	rna	encode	encode-rna	.
6931	ENCFF670XJQ+	path/to/data/coverage+.w5	768	384	0.3	sum_sqrt	6932	RNA:endocrine pancreas tissue male adult (45 years)	rna	encode	encode-rna	+
